Year,Country,Pilgrimage_Type,Total_Pilgrims,Male_Percentage,Female_Percentage,Average_Age,Average_Travel_Cost_USD,Visa_Approval_Rate,Flights_Arranged,Hotels_Booked,Satisfaction_Rating,Economic_Impact_USD
2006,South Africa,Umrah,288071,64.55,35.45,36.5,6547.04,82.99,62,17,3.85,1485335552.84
2006,South Africa,Ziyarat,186026,53.38,46.62,41.0,2066.29,84.98,339,76,4.86,464289606.75
2006,Kenya,Hajj,312172,48.94,51.06,51.3,10236.99,80.48,86,111,3.66,2268605722.0
2006,Kenya,Umrah,239799,59.73,40.27,31.4,9963.12,77.34,391,244,4.61,3086683764.9
2006,Kenya,Ziyarat,460244,50.22,49.78,44.1,11029.97,94.55,78,63,3.07,5255437227.29
2006,Ethiopia,Hajj,364429,47.53,52.47,57.2,3921.71,92.41,447,231,4.72,1156011745.85
2006,Ethiopia,Umrah,185076,53.72,46.28,41.6,1669.14,73.39,498,236,4.34,431191140.26
2006,Ethiopia,Ziyarat,215192,55.18,44.82,46.8,5242.06,79.38,139,203,4.0,1109559525.82
2006,Thailand,Hajj,253924,60.29,39.71,42.8,5059.44,74.26,393,119,4.51,1004644924.07
2006,Thailand,Umrah,195477,60.36,39.64,29.2,2790.57,75.89,99,80,4.69,461631573.74
2006,Thailand,Ziyarat,349352,50.89,49.11,30.6,9474.0,79.11,259,33,4.99,2075823929.59
2006,Singapore,Hajj,360431,59.06,40.94,32.1,5875.3,81.18,336,207,4.68,2294298071.75
2006,Singapore,Umrah,147770,53.21,46.79,49.6,6871.13,97.36,122,113,4.84,557586393.64
2006,Singapore,Ziyarat,61947,50.98,49.02,44.8,1587.84,72.4,119,14,4.87,113824189.0
2006,Philippines,Hajj,281600,58.05,41.95,29.8,7018.58,84.4,164,274,4.84,1859358660.41
2006,Philippines,Umrah,229647,49.29,50.71,29.9,7530.08,88.04,474,260,4.63,2353538497.81
2006,Philippines,Ziyarat,107261,61.48,38.52,49.7,10243.17,75.82,47,166,3.7,1556955722.4
2006,Nepal,Hajj,278740,49.49,50.51,31.0,11126.47,86.24,222,248,3.67,2709271707.46
2006,Nepal,Umrah,291348,61.35,38.65,56.0,11352.8,96.51,354,25,3.71,1677863439.2
2006,Nepal,Ziyarat,30816,51.22,48.78,31.0,4360.91,94.12,114,65,3.99,68496491.26
2006,Sri Lanka,Hajj,134544,55.06,44.94,29.6,11393.45,85.29,95,150,3.68,797902821.81
2006,Sri Lanka,Umrah,145721,57.13,42.87,46.8,8199.03,88.23,60,291,3.86,831211342.22
2006,Sri Lanka,Ziyarat,81215,62.45,37.55,34.5,2379.94,84.0,236,70,4.66,182420933.51
2006,Uzbekistan,Hajj,229402,47.21,52.79,53.9,10311.52,88.94,185,259,4.19,1571118447.92
2006,Uzbekistan,Umrah,221854,52.14,47.86,31.2,5919.21,91.09,409,72,3.41,850365354.21
2006,Uzbekistan,Ziyarat,317499,46.76,53.24,54.8,5587.3,79.09,482,237,3.78,2418934009.5
2006,Kazakhstan,Hajj,270237,61.2,38.8,36.0,3758.77,93.94,32,37,4.11,790309807.31
2006,Kazakhstan,Umrah,32453,61.48,38.52,28.2,7430.6,79.84,87,235,4.29,325904071.35
2006,Kazakhstan,Ziyarat,282169,51.82,48.18,51.5,3516.35,88.51,126,259,4.91,1265221002.1
2006,Azerbaijan,Hajj,203768,56.84,43.16,50.1,7499.07,71.94,452,77,4.19,1184222838.08
2006,Azerbaijan,Umrah,242469,50.31,49.69,33.0,8785.38,88.72,96,144,3.75,1624067651.48
2006,Azerbaijan,Ziyarat,339024,57.97,42.03,47.1,7310.99,70.33,399,87,4.67,2945156277.08
2006,Bosnia and Herzegovina,Hajj,45308,56.75,43.25,35.6,3639.03,79.87,362,281,3.19,239362991.61
2006,Bosnia and Herzegovina,Umrah,11764,64.55,35.45,31.2,11285.41,96.49,98,70,4.38,179513248.73
2006,Bosnia and Herzegovina,Ziyarat,451021,51.81,48.19,37.0,7571.41,84.45,234,170,3.57,2960543877.98
2006,Netherlands,Hajj,158144,58.19,41.81,55.4,2446.19,92.34,25,119,3.59,457989465.56
2006,Netherlands,Umrah,373178,47.26,52.74,44.0,2563.28,95.3,245,205,4.62,830375740.47
2006,Netherlands,Ziyarat,340983,53.51,46.49,38.4,8957.2,80.55,284,29,4.04,2723696453.79
2006,Sweden,Hajj,416893,61.92,38.08,50.1,3723.03,74.21,283,158,4.95,1174682181.38
2006,Sweden,Umrah,316467,58.28,41.72,42.7,6933.04,82.54,45,43,4.86,1772210172.55
2006,Sweden,Ziyarat,98034,45.82,54.18,37.5,7543.27,97.57,421,71,3.59,799430562.77
2006,Norway,Hajj,72470,62.05,37.95,51.2,5623.72,84.63,345,203,3.55,582947345.2
2006,Norway,Umrah,73602,47.64,52.36,54.6,9392.64,82.26,361,161,4.48,887780542.84
2006,Norway,Ziyarat,441374,45.9,54.1,56.0,8907.64,91.63,448,236,4.51,3260686894.3
2006,Denmark,Hajj,213260,57.5,42.5,53.6,9925.83,71.2,171,137,3.07,1274461667.93
2006,Denmark,Umrah,401681,59.04,40.96,43.4,10657.11,78.38,270,159,3.76,4607832323.53
2006,Denmark,Ziyarat,52003,48.16,51.84,31.7,3477.87,80.18,171,74,3.87,179607529.6
2006,Belgium,Hajj,462531,63.87,36.13,43.8,7170.31,83.37,340,71,3.8,3793713567.76
2006,Belgium,Umrah,332222,62.24,37.76,54.7,6412.42,89.07,448,169,3.79,3114061306.42
2006,Belgium,Ziyarat,67601,56.7,43.3,48.7,11360.65,77.25,87,142,4.38,905651438.33
2006,Switzerland,Hajj,355857,60.53,39.47,44.6,8440.23,79.36,304,36,4.23,2717913138.36
2006,Switzerland,Umrah,40577,56.92,43.08,28.9,3287.83,88.36,114,238,3.82,139304359.46
2006,Switzerland,Ziyarat,60152,48.71,51.29,47.0,10092.31,88.58,350,134,4.87,670784911.74
2006,Austria,Hajj,289464,49.8,50.2,44.7,2636.38,97.07,225,49,3.44,760504135.08
2006,Austria,Umrah,92081,62.08,37.92,33.2,4345.11,78.28,154,33,3.06,230498800.37
2006,Austria,Ziyarat,482412,57.03,42.97,44.4,7698.29,97.1,416,12,3.86,3371655355.12
2007,Pakistan,Hajj,235517,48.62,51.38,48.2,6324.57,98.76,32,78,3.62,2210841487.2
2007,Pakistan,Umrah,404871,63.08,36.92,28.5,11305.52,93.48,145,143,3.19,5670230412.67
2007,Pakistan,Ziyarat,339259,48.06,51.94,43.2,5838.64,95.43,311,121,4.02,1791375162.63
2007,Saudi Arabia,Hajj,442869,55.02,44.98,48.6,9815.02,86.91,344,19,4.88,2452964793.29
2007,Saudi Arabia,Umrah,120042,57.63,42.37,45.9,4840.6,83.09,345,177,4.58,659250232.67
2007,Saudi Arabia,Ziyarat,150762,52.85,47.15,36.7,10138.73,83.09,446,277,4.04,1449612254.95
2007,India,Hajj,464482,59.74,40.26,42.3,2787.12,96.91,195,204,4.47,1122614665.72
2007,India,Umrah,357389,57.5,42.5,38.2,2828.04,82.02,389,22,4.68,1024352917.3
2007,India,Ziyarat,392476,49.74,50.26,41.4,3483.13,77.79,33,241,3.8,1663659877.5
2007,Indonesia,Hajj,422902,51.08,48.92,51.1,4935.82,77.02,102,36,4.55,1314428786.56
2007,Indonesia,Umrah,84062,60.45,39.55,41.0,4973.35,75.18,420,137,4.57,445898143.74
2007,Indonesia,Ziyarat,169164,47.92,52.08,36.7,4752.54,85.13,402,25,3.76,980403673.27
2007,Malaysia,Hajj,459248,64.53,35.47,47.3,4417.6,98.9,355,47,4.65,2669502419.95
2007,Malaysia,Umrah,462775,61.93,38.07,50.0,7914.94,93.79,61,264,3.44,3706876065.28
2007,Malaysia,Ziyarat,63541,54.35,45.65,45.2,6170.46,89.39,88,239,4.08,230732293.63
2007,Turkey,Hajj,75560,50.3,49.7,42.9,10388.61,84.65,120,199,3.28,590617283.47
2007,Turkey,Umrah,377107,62.61,37.39,39.9,4321.36,80.08,115,10,3.74,1719673050.82
2007,Turkey,Ziyarat,341564,54.86,45.14,51.6,11449.11,80.32,327,155,4.23,3906195858.15
2007,Bangladesh,Hajj,219020,53.57,46.43,33.5,11394.16,91.9,282,151,4.81,2097925179.47
2007,Bangladesh,Umrah,162998,60.32,39.68,41.2,9023.0,81.21,408,230,4.27,2170819368.91
2007,Bangladesh,Ziyarat,237321,58.91,41.09,38.3,8785.75,95.64,156,140,3.12,3124272668.51
2007,Egypt,Hajj,361963,62.6,37.4,37.7,5660.47,81.79,478,227,3.46,2709052920.89
2007,Egypt,Umrah,305889,46.56,53.44,51.6,10272.6,74.72,283,259,4.37,3205380661.66
2007,Egypt,Ziyarat,219738,55.93,44.07,49.3,2025.38,72.01,453,75,4.61,574720339.72
2007,Nigeria,Hajj,295911,53.86,46.14,47.0,10560.23,72.32,223,17,3.99,3325277750.65
2007,Nigeria,Umrah,7994,53.19,46.81,54.3,4628.79,70.34,174,146,4.16,32411951.13
2007,Nigeria,Ziyarat,360289,45.94,54.06,54.4,10033.95,89.28,261,222,4.9,5417684157.68
2007,Iran,Hajj,244190,46.88,53.12,47.0,4506.84,92.16,457,13,3.98,575101150.98
2007,Iran,Umrah,167217,48.61,51.39,53.2,1615.8,79.05,452,135,3.59,149758104.02
2007,Iran,Ziyarat,318174,55.17,44.83,32.7,8545.23,91.86,154,38,4.79,3103299873.59
2007,Iraq,Hajj,485001,50.29,49.71,43.8,6933.34,96.81,474,41,3.8,4872786411.29
2007,Iraq,Umrah,375644,64.97,35.03,46.7,7366.42,71.73,408,219,4.85,2363828087.29
2007,Iraq,Ziyarat,142912,50.81,49.19,36.9,4611.65,91.04,323,261,3.0,800914152.32
2007,Afghanistan,Hajj,186101,52.72,47.28,49.4,2229.84,98.19,32,53,4.94,504636317.49
2007,Afghanistan,Umrah,322620,48.02,51.98,51.8,10819.41,78.21,35,100,3.71,1998508587.59
2007,Afghanistan,Ziyarat,471185,52.6,47.4,54.1,8463.05,79.91,253,45,4.47,3935886569.63
2007,United Arab Emirates,Hajj,313355,50.17,49.83,49.5,9076.55,78.19,256,32,3.63,3484388210.03
2007,United Arab Emirates,Umrah,125623,62.68,37.32,34.2,11141.03,93.64,227,272,4.76,1091576585.66
2007,United Arab Emirates,Ziyarat,206081,47.24,52.76,36.7,7948.93,93.33,182,247,3.37,982425554.11
2007,Qatar,Hajj,190639,57.75,42.25,36.9,8959.46,74.91,239,263,3.93,1700024930.57
2007,Qatar,Umrah,346377,46.48,53.52,41.9,7963.93,72.76,73,249,4.96,2883915484.15
2007,Qatar,Ziyarat,231597,48.59,51.41,28.8,1913.8,87.04,319,296,4.92,284524274.36
2007,Kuwait,Hajj,156633,58.96,41.04,46.7,3484.68,83.61,323,125,3.64,606070608.18
2007,Kuwait,Umrah,98542,61.64,38.36,36.5,5315.42,83.47,63,165,3.34,449142890.62
2007,Kuwait,Ziyarat,245417,46.57,53.43,56.0,5312.89,94.5,451,298,3.88,1478909537.39
2007,Jordan,Hajj,277126,57.05,42.95,30.1,2226.92,76.1,474,229,3.94,514776803.1
2007,Jordan,Umrah,268358,52.88,47.12,40.5,6234.53,93.98,38,56,4.41,1401955005.14
2007,Jordan,Ziyarat,192313,57.75,42.25,47.4,10180.64,73.1,113,115,4.39,2127852514.79
2007,Morocco,Hajj,71126,61.77,38.23,45.5,4112.57,89.18,110,245,3.02,274729080.63
2007,Morocco,Umrah,6379,54.92,45.08,52.7,5722.64,72.97,277,74,3.1,32129634.98
2007,Morocco,Ziyarat,346653,59.26,40.74,32.7,4148.83,74.54,81,94,3.81,1204093329.73
2007,Algeria,Hajj,185394,47.68,52.32,56.3,9944.13,75.24,87,287,4.53,2138191427.02
2007,Algeria,Umrah,110025,47.56,52.44,50.2,5667.32,77.62,385,295,4.0,525722052.27
2007,Algeria,Ziyarat,367871,48.75,51.25,55.3,6959.98,92.85,137,299,3.98,2197542715.98
2007,Tunisia,Hajj,304854,61.28,38.72,42.8,3656.37,91.38,388,54,3.49,1564321113.78
2007,Tunisia,Umrah,10738,64.44,35.56,53.5,8916.87,78.42,301,130,4.84,88383881.36
2007,Tunisia,Ziyarat,302565,46.43,53.57,39.7,9286.83,81.21,182,284,4.19,3855715954.24
2007,Libya,Hajj,425218,64.89,35.11,56.7,10356.53,89.96,85,54,3.57,3077877964.26
2007,Libya,Umrah,319626,63.37,36.63,46.1,9932.09,92.96,363,26,4.34,1883996130.68
2007,Libya,Ziyarat,166686,52.53,47.47,48.2,9715.16,85.39,282,230,3.4,1274987908.14
2007,Sudan,Hajj,135439,64.09,35.91,42.4,8840.62,96.73,194,243,4.8,1697212089.5
2007,Sudan,Umrah,264589,56.2,43.8,35.7,4256.78,71.14,489,215,3.11,1027176243.42
2007,Sudan,Ziyarat,258856,59.12,40.88,51.5,6280.84,90.24,352,291,3.85,1503887896.83
2007,Somalia,Hajj,139273,63.96,36.04,30.1,6827.64,79.54,298,141,3.63,1255070416.26
2007,Somalia,Umrah,471956,64.25,35.75,41.9,5833.03,77.44,404,99,3.55,1677637473.77
2007,Somalia,Ziyarat,137290,52.87,47.13,53.4,5982.51,86.01,59,173,3.23,739899142.95
2007,Yemen,Hajj,415094,60.61,39.39,34.5,9014.17,93.2,161,95,4.93,5394205321.64
2007,Yemen,Umrah,315509,52.05,47.95,44.6,3474.43,94.93,249,137,3.45,1075072414.84
2007,Yemen,Ziyarat,313068,45.35,54.65,50.0,2272.6,88.24,319,23,3.27,724739361.44
2007,United States,Hajj,68471,59.72,40.28,32.1,11644.87,93.81,332,35,3.37,498862088.71
2007,United States,Umrah,318099,50.37,49.63,53.3,4792.54,94.32,294,27,4.45,1539839021.82
2007,United States,Ziyarat,66768,51.24,48.76,47.1,1598.12,70.96,191,232,4.37,81667458.0
2007,United Kingdom,Hajj,420017,51.98,48.02,48.1,8245.48,97.0,351,174,4.29,2914342578.13
2007,United Kingdom,Umrah,157185,60.37,39.63,34.6,4329.65,77.04,276,26,3.39,731951774.69
2007,United Kingdom,Ziyarat,407632,45.04,54.96,49.8,8399.18,91.24,350,276,4.64,1864953724.51
2007,Canada,Hajj,262716,64.72,35.28,33.4,9543.27,79.83,332,126,3.84,3243866223.3
2007,Canada,Umrah,31014,55.29,44.71,35.7,1866.24,81.9,375,218,4.81,31327334.56
2007,Canada,Ziyarat,48923,63.76,36.24,44.3,9568.2,72.59,46,297,3.0,270947664.18
2007,Australia,Hajj,260315,55.35,44.65,28.4,4277.74,84.91,185,10,4.87,921404620.69
2007,Australia,Umrah,392554,63.61,36.39,51.5,3600.09,73.79,481,226,4.12,1822605092.83
2007,Australia,Ziyarat,157566,50.13,49.87,45.8,1665.23,77.53,161,219,3.5,335143174.47
2007,Germany,Hajj,330737,62.56,37.44,50.9,1732.64,84.55,381,237,4.3,700009199.48
2007,Germany,Umrah,303964,58.57,41.43,34.0,6686.87,92.96,37,181,3.8,1756923739.85
2007,Germany,Ziyarat,175881,53.19,46.81,54.9,3206.95,98.87,392,109,3.03,784028447.43
2007,France,Hajj,350590,52.17,47.83,31.6,11962.73,92.83,193,115,4.42,2580995320.11
2007,France,Umrah,309960,61.3,38.7,30.5,8041.22,70.2,239,80,4.81,2561157929.07
2007,France,Ziyarat,271891,56.48,43.52,53.9,6554.52,72.28,475,136,3.66,1167181578.02
2007,Italy,Hajj,157420,52.33,47.67,44.8,8487.85,98.37,122,46,3.86,931951419.66
2007,Italy,Umrah,139476,50.76,49.24,51.1,3655.36,90.65,441,297,3.34,388302976.54
2007,Italy,Ziyarat,382046,46.16,53.84,39.2,9066.98,86.09,484,113,4.13,2997926920.93
2007,Spain,Hajj,482508,49.34,50.66,49.4,5384.41,78.09,442,72,4.11,1858804539.79
2007,Spain,Umrah,148755,46.69,53.31,52.4,9048.52,91.16,291,86,4.44,1588050053.52
2007,Spain,Ziyarat,485795,62.24,37.76,50.3,5850.24,83.73,95,254,4.86,2397331467.39
2007,China,Hajj,457546,61.9,38.1,28.0,3269.4,70.88,75,288,4.82,892981214.41
2007,China,Umrah,376666,54.43,45.57,32.5,4271.59,97.49,271,24,3.87,1251504136.96
2007,China,Ziyarat,146268,45.41,54.59,43.7,8187.89,76.79,35,165,4.29,1421445976.07
2007,Japan,Hajj,160183,62.87,37.13,52.7,2581.94,76.6,170,264,3.77,532251451.72
2007,Japan,Umrah,111968,58.54,41.46,54.2,9366.78,97.22,368,297,3.02,1217987749.25
2007,Japan,Ziyarat,201599,46.83,53.17,40.8,2915.38,96.5,325,258,4.02,689247992.13
2007,South Korea,Hajj,200630,52.07,47.93,51.9,6149.93,79.24,221,220,4.18,1321081633.96
2007,South Korea,Umrah,61965,62.15,37.85,28.0,5305.53,91.39,389,123,3.13,485271775.1
2007,South Korea,Ziyarat,359689,63.65,36.35,50.5,10350.98,83.63,181,254,3.79,4155160594.22
2007,Russia,Hajj,396698,52.08,47.92,46.1,4776.01,96.38,166,185,3.44,1855256037.67
2007,Russia,Umrah,483766,45.67,54.33,52.5,6229.02,79.43,61,38,4.81,4022944180.16
2007,Russia,Ziyarat,322453,62.95,37.05,56.4,5673.62,76.3,202,45,3.36,2587692301.92
2007,Brazil,Hajj,213794,54.53,45.47,54.0,1837.15,88.67,63,77,4.52,544410555.06
2007,Brazil,Umrah,133131,56.96,43.04,42.7,1837.74,88.11,139,255,4.12,227367911.88
2007,Brazil,Ziyarat,493557,50.2,49.8,33.3,1799.46,96.37,347,299,3.07,1067840142.76
2007,South Africa,Hajj,144148,62.86,37.14,47.6,8558.46,70.15,260,267,4.79,1430142471.59
2007,South Africa,Umrah,264291,49.16,50.84,37.3,9584.92,95.14,313,198,4.99,1295918833.39
2007,South Africa,Ziyarat,142901,56.16,43.84,50.9,8003.19,76.73,438,48,4.51,1698577934.62
2007,Kenya,Hajj,428759,62.7,37.3,49.0,6390.59,84.85,183,299,3.68,1884390729.35
2007,Kenya,Umrah,147645,55.54,44.46,37.5,4210.66,71.09,328,81,4.41,592319649.69
2007,Kenya,Ziyarat,473239,58.62,41.38,50.6,6787.56,95.93,166,174,3.38,1884714864.07
2007,Ethiopia,Hajj,386059,64.66,35.34,36.2,3627.9,82.82,150,234,4.82,729945385.21
2007,Ethiopia,Umrah,490179,58.12,41.88,42.9,1836.67,87.76,481,90,3.83,1131939512.03
2007,Ethiopia,Ziyarat,316760,58.01,41.99,37.4,5154.32,84.12,302,189,3.77,1778184995.23
2007,Thailand,Hajj,491160,51.05,48.95,36.1,7088.58,87.6,347,199,4.41,2515836297.17
2007,Thailand,Umrah,399163,55.83,44.17,48.3,8149.78,83.41,448,156,3.57,1705401076.66
2007,Thailand,Ziyarat,88576,46.88,53.12,33.2,2576.61,87.77,435,286,4.51,118794024.8
2007,Singapore,Hajj,469736,58.66,41.34,47.3,1659.74,94.98,401,193,4.67,401952992.11
2007,Singapore,Umrah,392560,58.64,41.36,57.8,3939.52,88.09,375,50,3.08,795627803.33
2007,Singapore,Ziyarat,382757,61.55,38.45,48.4,2184.6,78.92,352,145,4.85,750540239.07
2007,Philippines,Hajj,196324,46.42,53.58,54.8,10825.99,94.79,327,205,3.96,1439814358.74
2007,Philippines,Umrah,310204,50.6,49.4,29.6,9853.61,82.09,271,44,4.8,4077288479.94
2007,Philippines,Ziyarat,280251,61.21,38.79,52.8,5821.42,85.05,267,186,3.84,1377867937.02
2007,Nepal,Hajj,451015,62.47,37.53,41.9,1722.52,76.6,480,207,3.85,1056847559.73
2007,Nepal,Umrah,104854,60.25,39.75,40.8,8079.76,91.1,134,48,4.08,635772014.1
2007,Nepal,Ziyarat,279805,57.8,42.2,42.8,10415.89,95.37,114,22,4.26,2335106823.5
2007,Sri Lanka,Hajj,73835,58.6,41.4,30.6,6339.67,91.57,104,164,3.4,343668726.88
2007,Sri Lanka,Umrah,123194,56.96,43.04,34.4,10436.66,82.39,263,178,4.45,1471603639.49
2007,Sri Lanka,Ziyarat,354422,45.57,54.43,46.9,11747.82,79.61,91,272,4.14,5855617142.95
2007,Uzbekistan,Hajj,22878,59.0,41.0,43.1,3246.27,90.46,98,32,3.57,54831278.44
2007,Uzbekistan,Umrah,96820,62.36,37.64,46.9,6466.3,89.49,453,117,3.76,552688530.66
2007,Uzbekistan,Ziyarat,99791,62.21,37.79,42.2,9895.58,86.84,102,262,3.67,1314760365.37
2007,Kazakhstan,Hajj,160418,52.3,47.7,36.2,6813.38,79.76,166,271,4.02,688323063.37
2007,Kazakhstan,Umrah,268369,60.75,39.25,57.5,1708.97,90.27,299,254,4.59,652378144.71
2007,Kazakhstan,Ziyarat,49552,45.24,54.76,45.6,6764.66,95.33,254,90,4.36,395575641.32
2007,Azerbaijan,Hajj,59240,59.27,40.73,55.8,2428.59,97.68,120,114,3.11,123774119.55
2007,Azerbaijan,Umrah,146917,52.68,47.32,41.0,11782.25,72.57,174,37,3.96,1945212236.99
2007,Azerbaijan,Ziyarat,455281,57.07,42.93,52.0,7642.41,98.91,202,35,4.66,2118981401.66
2007,Bosnia and Herzegovina,Hajj,396384,59.26,40.74,32.9,11532.94,89.37,106,276,4.32,6322892869.81
2007,Bosnia and Herzegovina,Umrah,71558,58.54,41.46,42.5,11771.83,95.35,47,229,3.09,1133513357.54
2007,Bosnia and Herzegovina,Ziyarat,440935,61.12,38.88,36.4,5363.84,72.25,336,87,3.01,1292627969.99
2007,Netherlands,Hajj,312550,63.17,36.83,37.3,11752.34,78.16,232,57,3.11,4441890536.8
2007,Netherlands,Umrah,33522,53.54,46.46,44.6,2343.54,92.91,352,63,4.6,59218454.27
2007,Netherlands,Ziyarat,291640,60.73,39.27,57.2,2126.07,93.56,396,253,4.74,751536354.68
2007,Sweden,Hajj,30465,52.08,47.92,38.0,1898.35,74.26,300,59,5.0,74056644.51
2007,Sweden,Umrah,303326,62.18,37.82,31.8,7439.27,74.12,183,107,4.75,1640830863.92
2007,Sweden,Ziyarat,422863,55.42,44.58,42.6,7572.46,89.99,398,177,3.94,2617260261.74
2007,Norway,Hajj,294604,60.72,39.28,39.3,2553.86,88.38,497,129,3.12,961121183.94
2007,Norway,Umrah,106536,45.04,54.96,39.4,10094.7,80.62,313,133,3.25,1581555312.38
2007,Norway,Ziyarat,5005,55.06,44.94,41.9,11973.89,84.31,33,203,4.03,78748128.71
2007,Denmark,Hajj,25875,45.99,54.01,53.7,8410.71,82.6,190,30,3.04,288402713.68
2007,Denmark,Umrah,98012,64.51,35.49,54.0,10878.98,95.7,220,158,4.09,587735117.93
2007,Denmark,Ziyarat,89553,51.66,48.34,40.0,5944.93,88.16,244,47,3.56,350764157.64
2007,Belgium,Hajj,475970,57.9,42.1,39.9,10086.85,86.47,62,49,3.31,6211186515.34
2007,Belgium,Umrah,205211,64.01,35.99,30.2,4600.24,75.61,64,37,3.16,866859520.5
2007,Belgium,Ziyarat,424930,55.73,44.27,36.2,6537.6,91.63,328,263,4.68,2288005528.58
2007,Switzerland,Hajj,151474,61.94,38.06,39.3,4614.52,95.79,355,162,4.34,1041466355.96
2007,Switzerland,Umrah,237661,52.26,47.74,36.6,6757.72,83.22,442,198,4.39,2022914865.97
2007,Switzerland,Ziyarat,343015,51.87,48.13,32.6,4284.14,77.41,492,129,4.89,805698851.08
2007,Austria,Hajj,201437,59.58,40.42,56.6,10267.18,96.18,241,83,3.92,1554841314.46
2007,Austria,Umrah,352548,56.63,43.37,33.0,5958.63,83.37,376,82,3.03,2143163946.95
2007,Austria,Ziyarat,485514,52.38,47.62,40.7,5285.6,93.16,309,59,4.25,3440171992.1
2008,Pakistan,Hajj,123968,47.64,52.36,49.4,6072.08,78.54,175,284,3.97,643924498.12
2008,Pakistan,Umrah,211994,59.95,40.05,35.6,5854.33,72.39,388,195,4.67,1631470139.47
2008,Pakistan,Ziyarat,158612,51.44,48.56,35.4,1594.56,76.83,376,12,4.22,168580277.86
2008,Saudi Arabia,Hajj,285831,59.94,40.06,41.9,7814.53,92.9,343,252,3.13,2304717029.59
2008,Saudi Arabia,Umrah,494838,60.93,39.07,41.0,6256.48,84.87,227,72,3.55,1924399656.49
2008,Saudi Arabia,Ziyarat,121249,48.34,51.66,49.0,9692.72,79.57,88,18,4.09,1457049122.69
2008,India,Hajj,22177,63.83,36.17,46.0,11917.33,72.6,104,39,4.53,286108832.8
2008,India,Umrah,365459,59.28,40.72,54.0,1952.84,86.64,379,152,3.8,572647501.9
2008,India,Ziyarat,229997,53.56,46.44,37.9,2448.34,86.32,440,175,4.65,318951856.09
2008,Indonesia,Hajj,365048,60.35,39.65,55.2,5799.44,97.64,42,255,3.42,1867224248.4
2008,Indonesia,Umrah,68853,53.04,46.96,45.3,7625.56,91.75,479,36,4.42,273034551.62
2008,Indonesia,Ziyarat,161894,64.43,35.57,31.5,11561.64,72.64,313,50,4.41,2527435360.53
2008,Malaysia,Hajj,482262,52.84,47.16,37.3,4141.23,79.96,270,107,3.71,2807907929.38
2008,Malaysia,Umrah,368309,53.99,46.01,47.6,10489.53,78.33,50,170,3.76,5387043269.62
2008,Malaysia,Ziyarat,413449,56.08,43.92,43.9,4878.24,72.18,57,240,3.96,2144158516.46
2008,Turkey,Hajj,261356,53.18,46.82,35.6,10527.15,90.31,239,295,4.22,1626220373.9
2008,Turkey,Umrah,188843,56.28,43.72,34.3,11462.88,79.73,69,41,3.42,2486674859.29
2008,Turkey,Ziyarat,405717,45.48,54.52,37.2,8495.03,95.83,38,110,4.19,4484026501.37
2008,Bangladesh,Hajj,488512,63.58,36.42,54.2,2912.52,75.01,215,87,3.58,1586097193.75
2008,Bangladesh,Umrah,288855,45.48,54.52,39.9,4685.38,90.72,393,73,3.98,1460468331.98
2008,Bangladesh,Ziyarat,449846,59.85,40.15,34.6,5367.26,80.56,367,258,3.89,3030349633.1
2008,Egypt,Hajj,344112,60.29,39.71,33.0,5905.17,84.07,460,153,4.06,1606920750.87
2008,Egypt,Umrah,13981,62.83,37.17,53.4,11922.19,89.7,437,176,4.65,224094544.96
2008,Egypt,Ziyarat,218766,54.93,45.07,46.0,3398.59,85.69,43,35,4.46,990729417.18
2008,Nigeria,Hajj,387329,45.96,54.04,54.5,6166.14,87.08,476,80,3.01,1779994843.7
2008,Nigeria,Umrah,95709,46.98,53.02,55.3,3757.74,75.93,103,208,3.03,457404248.73
2008,Nigeria,Ziyarat,153306,59.11,40.89,45.0,11482.48,87.34,78,250,3.88,1404477079.21
2008,Iran,Hajj,457669,49.52,50.48,53.4,4739.95,98.76,335,267,4.91,1503376934.61
2008,Iran,Umrah,226798,62.57,37.43,30.1,1840.83,91.59,385,226,3.27,218086232.43
2008,Iran,Ziyarat,18698,48.31,51.69,57.5,2510.59,87.09,378,171,4.46,27879922.5
2008,Iraq,Hajj,320377,56.1,43.9,36.6,11371.85,92.1,429,65,3.08,2860459356.51
2008,Iraq,Umrah,477803,56.57,43.43,39.0,11470.82,79.54,125,198,4.99,4208398457.9
2008,Iraq,Ziyarat,269407,52.89,47.11,39.2,6285.23,75.13,471,80,3.73,2289939904.45
2008,Afghanistan,Hajj,361219,47.91,52.09,52.0,10493.97,83.98,427,148,3.29,3760592754.19
2008,Afghanistan,Umrah,105364,48.31,51.69,51.3,3904.37,85.27,240,113,4.16,566534038.94
2008,Afghanistan,Ziyarat,312558,48.49,51.51,43.5,4245.68,90.96,221,253,4.3,867972395.73
2008,United Arab Emirates,Hajj,222885,45.61,54.39,36.5,6735.65,71.31,449,222,3.82,1809088624.47
2008,United Arab Emirates,Umrah,279348,50.04,49.96,35.8,8280.8,73.41,345,163,3.45,3468994497.25
2008,United Arab Emirates,Ziyarat,31863,58.97,41.03,41.0,3623.87,76.2,281,280,3.6,144209235.06
2008,Qatar,Hajj,414420,53.85,46.15,42.8,4777.25,83.97,28,212,4.44,1158262308.76
2008,Qatar,Umrah,92725,49.65,50.35,54.9,10559.28,84.76,348,70,3.75,1182047171.91
